peptide,gene_id,treatment,timepoint,bio_rep,abundance
pep_0014,gene_003,drug,6h,1,62.68566718546372
pep_0014,gene_003,drug,6h,2,96.57094870383312
pep_0014,gene_003,drug,6h,3,189.56503153460065
pep_0014,gene_003,drug,6h,4,164.91835025145303
pep_0014,gene_003,drug,6h,5,184.2771159617215
pep_0014,gene_003,drug,6h,6,92.25484712781238
pep_0015,gene_003,ctrl,0h,1,60.52880943081586
pep_0015,gene_003,ctrl,0h,2,25.388217338614037
pep_0015,gene_003,ctrl,0h,3,11.94214254269528
pep_0015,gene_003,ctrl,0h,4,22.046943430501678
pep_0015,gene_003,ctrl,0h,5,68.7341285749635
pep_0015,gene_003,ctrl,0h,6,68.34954997056738
pep_0015,gene_003,ctrl,24h,1,63.37793179945307
pep_0015,gene_003,ctrl,24h,2,44.84480967697107
pep_0015,gene_003,ctrl,24h,3,50.8682564111283
pep_0015,gene_003,ctrl,24h,4,21.835441471983682
pep_0015,gene_003,ctrl,24h,5,42.87566184146108
pep_0015,gene_003,ctrl,24h,6,60.956859769525735
pep_0015,gene_003,ctrl,6h,1,35.6147566143234
pep_0015,gene_003,ctrl,6h,2,50.51122942710236
pep_0015,gene_003,ctrl,6h,3,50.22773442704246
pep_0015,gene_003,ctrl,6h,4,33.88016624786183
pep_0015,gene_003,ctrl,6h,5,35.112771579029214
pep_0015,gene_003,ctrl,6h,6,37.619572236958355
pep_0015,gene_003,drug,0h,1,55.73387574935709
pep_0015,gene_003,drug,0h,2,32.77058588294036
pep_0015,gene_003,drug,0h,3,26.327587809610243
pep_0015,gene_003,drug,0h,4,43.017268660328035
pep_0015,gene_003,drug,0h,5,65.09067205134221
pep_0015,gene_003,drug,0h,6,21.85803757683094
pep_0015,gene_003,drug,24h,1,114.36808829622123
pep_0015,gene_003,drug,24h,2,NA
pep_0015,gene_003,drug,24h,3,147.11988613215703
pep_0015,gene_003,drug,24h,4,122.66067248424683
pep_0015,gene_003,drug,24h,5,208.11587359638548
pep_0015,gene_003,drug,24h,6,121.81527258472825
pep_0015,gene_003,drug,6h,1,33.348578080420516
pep_0015,gene_003,drug,6h,2,40.23919828356447
pep_0015,gene_003,drug,6h,3,54.13170155811882
pep_0015,gene_003,drug,6h,4,49.99165358488061
pep_0015,gene_003,drug,6h,5,29.912567903501337
pep_0015,gene_003,drug,6h,6,50.30836105807909
pep_0016,gene_004,ctrl,0h,1,66.26007746386341
pep_0016,gene_004,ctrl,0h,2,59.33983926930445
pep_0016,gene_004,ctrl,0h,3,78.97904323677695
pep_0016,gene_004,ctrl,0h,4,65.29706141308367
pep_0016,gene_004,ctrl,0h,5,74.74436585636232
pep_0016,gene_004,ctrl,0h,6,68.64635780075861
pep_0016,gene_004,ctrl,24h,1,81.15799565907331
pep_0016,gene_004,ctrl,24h,2,37.542467867676244
pep_0016,gene_004,ctrl,24h,3,78.5223184018292
pep_0016,gene_004,ctrl,24h,4,105.08683930355423
pep_0016,gene_004,ctrl,24h,5,67.05786118385821
pep_0016,gene_004,ctrl,24h,6,123.57009160273697
pep_0016,gene_004,ctrl,6h,1,57.79716341422126
pep_0016,gene_004,ctrl,6h,2,53.23086507937125
pep_0016,gene_004,ctrl,6h,3,87.6865637915099
pep_0016,gene_004,ctrl,6h,4,97.69980054687824
pep_0016,gene_004,ctrl,6h,5,67.67633553602411
pep_0016,gene_004,ctrl,6h,6,69.70205559416206
pep_0016,gene_004,drug,0h,1,40.76007958515766
pep_0016,gene_004,drug,0h,2,49.00792262493112
pep_0016,gene_004,drug,0h,3,140.07629675607308
pep_0016,gene_004,drug,0h,4,126.51575123177341
pep_0016,gene_004,drug,0h,5,101.52208528339722
pep_0016,gene_004,drug,0h,6,63.15531553149446
pep_0016,gene_004,drug,24h,1,241.87274300437315
pep_0016,gene_004,drug,24h,2,311.88771256713227
pep_0016,gene_004,drug,24h,3,463.38884307594674
pep_0016,gene_004,drug,24h,4,349.8011244450289
pep_0016,gene_004,drug,24h,5,235.33645377582647
pep_0016,gene_004,drug,24h,6,703.0011095115855
pep_0016,gene_004,drug,6h,1,30.799693322570537
pep_0016,gene_004,drug,6h,2,82.55785518972111
pep_0016,gene_004,drug,6h,3,43.474229340843536
pep_0016,gene_004,drug,6h,4,104.95921241969079
pep_0016,gene_004,drug,6h,5,58.90913667086841
pep_0016,gene_004,drug,6h,6,71.12346606122145
pep_0017,gene_004,ctrl,0h,1,52.78249848978673
pep_0017,gene_004,ctrl,0h,2,118.94528509708412
pep_0017,gene_004,ctrl,0h,3,25.80426312848045
pep_0017,gene_004,ctrl,0h,4,125.04852367790917
pep_0017,gene_004,ctrl,0h,5,93.91629409343051
pep_0017,gene_004,ctrl,0h,6,142.29320415872573
pep_0017,gene_004,ctrl,24h,1,85.79388753649329
pep_0017,gene_004,ctrl,24h,2,91.72885577133161
pep_0017,gene_004,ctrl,24h,3,73.71746346335966
pep_0017,gene_004,ctrl,24h,4,59.69369385762449
pep_0017,gene_004,ctrl,24h,5,81.02010057053351
pep_0017,gene_004,ctrl,24h,6,64.55809581877827
pep_0017,gene_004,ctrl,6h,1,166.34888448438215
pep_0017,gene_004,ctrl,6h,2,85.73374774306039
pep_0017,gene_004,ctrl,6h,3,141.44840125343208
pep_0017,gene_004,ctrl,6h,4,79.79242404030478
pep_0017,gene_004,ctrl,6h,5,61.656316021353554
pep_0017,gene_004,ctrl,6h,6,86.04016108701137
pep_0017,gene_004,drug,0h,1,94.59863960426347
pep_0017,gene_004,drug,0h,2,33.218248941256306
pep_0017,gene_004,drug,0h,3,52.78513271382928
pep_0017,gene_004,drug,0h,4,134.87398611308694
pep_0017,gene_004,drug,0h,5,145.96556162901973
pep_0017,gene_004,drug,0h,6,60.331375669536
pep_0017,gene_004,drug,24h,1,338.8985541874288
pep_0017,gene_004,drug,24h,2,519.923852583368
pep_0017,gene_004,drug,24h,3,387.1580550347333
pep_0017,gene_004,drug,24h,4,307.601646383473
pep_0017,gene_004,drug,24h,5,246.23933831166062
pep_0017,gene_004,drug,24h,6,241.29061227027893
pep_0017,gene_004,drug,6h,1,87.9418185684245
pep_0017,gene_004,drug,6h,2,60.802479108682704
pep_0017,gene_004,drug,6h,3,107.5453116316511
pep_0017,gene_004,drug,6h,4,116.83694443416667
pep_0017,gene_004,drug,6h,5,124.82353932513402
pep_0017,gene_004,drug,6h,6,111.48296268418785
pep_0018,gene_004,ctrl,0h,1,29.580874361564366
pep_0018,gene_004,ctrl,0h,2,15.394542589070197
pep_0018,gene_004,ctrl,0h,3,23.28661717990279
pep_0018,gene_004,ctrl,0h,4,7.971670940848533
pep_0018,gene_004,ctrl,0h,5,43.41038300403364
pep_0018,gene_004,ctrl,0h,6,36.53258645771074
pep_0018,gene_004,ctrl,24h,1,17.3313116181826
pep_0018,gene_004,ctrl,24h,2,31.595975154509727
pep_0018,gene_004,ctrl,24h,3,58.314573358656375
pep_0018,gene_004,ctrl,24h,4,14.703161426390585
pep_0018,gene_004,ctrl,24h,5,37.02240359348148
pep_0018,gene_004,ctrl,24h,6,31.688600745964273
pep_0018,gene_004,ctrl,6h,1,18.076058252883872
pep_0018,gene_004,ctrl,6h,2,13.466777477948996
pep_0018,gene_004,ctrl,6h,3,51.16723033297834
pep_0018,gene_004,ctrl,6h,4,25.189540965241612
pep_0018,gene_004,ctrl,6h,5,22.42398231509083
pep_0018,gene_004,ctrl,6h,6,50.70314772450468
pep_0018,gene_004,drug,0h,1,20.672885922215873
pep_0018,gene_004,drug,0h,2,13.419313643607813
pep_0018,gene_004,drug,0h,3,15.142595064015547
pep_0018,gene_004,drug,0h,4,46.444526165276876
pep_0018,gene_004,drug,0h,5,32.49657337114828
pep_0018,gene_004,drug,0h,6,29.95742800230241
pep_0018,gene_004,drug,24h,1,150.89086853210884
pep_0018,gene_004,drug,24h,2,144.24409365346017
pep_0018,gene_004,drug,24h,3,146.11987384606553
pep_0018,gene_004,drug,24h,4,76.88522883504233
pep_0018,gene_004,drug,24h,5,124.76786849158549
pep_0018,gene_004,drug,24h,6,242.01528806450798
pep_0018,gene_004,drug,6h,1,21.58227647710804
pep_0018,gene_004,drug,6h,2,56.16176162669196
pep_0018,gene_004,drug,6h,3,22.47797354944832
pep_0018,gene_004,drug,6h,4,22.951332587830592
pep_0018,gene_004,drug,6h,5,23.545269857779672
pep_0018,gene_004,drug,6h,6,27.337054969386
pep_0019,gene_004,ctrl,0h,1,92.5619539638518
pep_0019,gene_004,ctrl,0h,2,113.72217213395348
pep_0019,gene_004,ctrl,0h,3,85.31360441906689
pep_0019,gene_004,ctrl,0h,4,66.38193529515513
pep_0019,gene_004,ctrl,0h,5,44.674296614672585
pep_0019,gene_004,ctrl,0h,6,41.30653984920754
pep_0019,gene_004,ctrl,24h,1,100.93259326006857
pep_0019,gene_004,ctrl,24h,2,48.27124083521946
pep_0019,gene_004,ctrl,24h,3,108.52307065894996
pep_0019,gene_004,ctrl,24h,4,89.76778037813597
pep_0019,gene_004,ctrl,24h,5,106.40218271981837
pep_0019,gene_004,ctrl,24h,6,55.677014571030476
pep_0019,gene_004,ctrl,6h,1,59.24115156401943
pep_0019,gene_004,ctrl,6h,2,83.66415795883022
pep_0019,gene_004,ctrl,6h,3,95.01857817999223
pep_0019,gene_004,ctrl,6h,4,84.05004394145298
pep_0019,gene_004,ctrl,6h,5,97.31965294771976
pep_0019,gene_004,ctrl,6h,6,120.12246419277623
pep_0019,gene_004,drug,0h,1,95.14249555954297
pep_0019,gene_004,drug,0h,2,76.94596304690474
pep_0019,gene_004,drug,0h,3,31.601894871568387
pep_0019,gene_004,drug,0h,4,183.43607950932204
pep_0019,gene_004,drug,0h,5,41.01108588577364
pep_0019,gene_004,drug,0h,6,69.8498807864064
pep_0019,gene_004,drug,24h,1,421.5104971335873
pep_0019,gene_004,drug,24h,2,297.926022070827
pep_0019,gene_004,drug,24h,3,263.51538907327586
pep_0019,gene_004,drug,24h,4,208.2602191123757
pep_0019,gene_004,drug,24h,5,183.7319872184713
pep_0019,gene_004,drug,24h,6,287.62904206542527
pep_0019,gene_004,drug,6h,1,63.94177681256165
pep_0019,gene_004,drug,6h,2,54.646413925479564
pep_0019,gene_004,drug,6h,3,138.12856674737768
pep_0019,gene_004,drug,6h,4,51.327769280562464
pep_0019,gene_004,drug,6h,5,64.46856833737293
pep_0019,gene_004,drug,6h,6,109.30822093446622
pep_0020,gene_004,ctrl,0h,1,128.40325125504737
pep_0020,gene_004,ctrl,0h,2,51.25998406993466
pep_0020,gene_004,ctrl,0h,3,29.345300563925313
pep_0020,gene_004,ctrl,0h,4,37.6044721402564
pep_0020,gene_004,ctrl,0h,5,70.57633651943462
pep_0020,gene_004,ctrl,0h,6,33.31928676917654
pep_0020,gene_004,ctrl,24h,1,29.734948605888352
pep_0020,gene_004,ctrl,24h,2,64.79502097537704
pep_0020,gene_004,ctrl,24h,3,32.78342927655238
pep_0020,gene_004,ctrl,24h,4,21.32247053314954
pep_0020,gene_004,ctrl,24h,5,146.560420088925
pep_0020,gene_004,ctrl,24h,6,59.52474714308788
pep_0020,gene_004,ctrl,6h,1,14.953652358349483
pep_0020,gene_004,ctrl,6h,2,16.233865937652983
pep_0020,gene_004,ctrl,6h,3,36.419572475077814
pep_0020,gene_004,ctrl,6h,4,41.609377445169656
pep_0020,gene_004,ctrl,6h,5,45.012237243412706
pep_0020,gene_004,ctrl,6h,6,46.53807096919752
pep_0020,gene_004,drug,0h,1,34.89839654823574
pep_0020,gene_004,drug,0h,2,42.81492893933637
pep_0020,gene_004,drug,0h,3,NA
pep_0020,gene_004,drug,0h,4,48.71719070536959
pep_0020,gene_004,drug,0h,5,59.28424837060395
pep_0020,gene_004,drug,0h,6,36.64159261984934
pep_0020,gene_004,drug,24h,1,126.87545360748946
pep_0020,gene_004,drug,24h,2,179.72974873738667
pep_0020,gene_004,drug,24h,3,107.58591400600002
pep_0020,gene_004,drug,24h,4,97.8434538317064
pep_0020,gene_004,drug,24h,5,82.23658154894078
pep_0020,gene_004,drug,24h,6,288.8272029854973
pep_0020,gene_004,drug,6h,1,11.202466362256203
pep_0020,gene_004,drug,6h,2,25.344929614324
pep_0020,gene_004,drug,6h,3,57.00782747757741
pep_0020,gene_004,drug,6h,4,33.80419651119724
pep_0020,gene_004,drug,6h,5,57.219904634094796
pep_0020,gene_004,drug,6h,6,34.03399430391785
pep_0021,gene_005,ctrl,0h,1,49.92992259562051
pep_0021,gene_005,ctrl,0h,2,70.04724897942033
pep_0021,gene_005,ctrl,0h,3,43.23163637254635
pep_0021,gene_005,ctrl,0h,4,28.114778951530397
pep_0021,gene_005,ctrl,0h,5,68.89134707572778
pep_0021,gene_005,ctrl,0h,6,82.548070048914
pep_0021,gene_005,ctrl,24h,1,48.397998988099936
pep_0021,gene_005,ctrl,24h,2,45.645091858841866
pep_0021,gene_005,ctrl,24h,3,63.56357557509977
pep_0021,gene_005,ctrl,24h,4,107.75335073158512
pep_0021,gene_005,ctrl,24h,5,50.96490540095995
pep_0021,gene_005,ctrl,24h,6,86.24784438827182
pep_0021,gene_005,ctrl,6h,1,41.633673049944804
pep_0021,gene_005,ctrl,6h,2,75.49551210824266
pep_0021,gene_005,ctrl,6h,3,112.0716939549919
pep_0021,gene_005,ctrl,6h,4,37.085370106993636
pep_0021,gene_005,ctrl,6h,5,89.76504036576863
pep_0021,gene_005,ctrl,6h,6,49.458623427615976
pep_0021,gene_005,drug,0h,1,54.04963388647263
pep_0021,gene_005,drug,0h,2,83.1090251574406
pep_0021,gene_005,drug,0h,3,43.498894088902446
pep_0021,gene_005,drug,0h,4,98.1516644563496
pep_0021,gene_005,drug,0h,5,159.56890389083932
pep_0021,gene_005,drug,0h,6,69.38515828330277
pep_0021,gene_005,drug,24h,1,251.23037392096933
pep_0021,gene_005,drug,24h,2,112.69679008416125
pep_0021,gene_005,drug,24h,3,220.60843342528904
pep_0021,gene_005,drug,24h,4,266.11854770362055
pep_0021,gene_005,drug,24h,5,267.2763220415833
pep_0021,gene_005,drug,24h,6,237.48506635287012
pep_0021,gene_005,drug,6h,1,25.697159446378173
pep_0021,gene_005,drug,6h,2,66.23110692809125
pep_0021,gene_005,drug,6h,3,54.30866722695785
pep_0021,gene_005,drug,6h,4,87.70690697957589
pep_0021,gene_005,drug,6h,5,25.598211604010633
pep_0021,gene_005,drug,6h,6,54.46855565503252
pep_0022,gene_005,ctrl,0h,1,61.911687904906685
pep_0022,gene_005,ctrl,0h,2,25.940153238628838
pep_0022,gene_005,ctrl,0h,3,50.90429027414022
pep_0022,gene_005,ctrl,0h,4,39.21514360022139
pep_0022,gene_005,ctrl,0h,5,66.1502641435864
pep_0022,gene_005,ctrl,0h,6,79.03172566031719
pep_0022,gene_005,ctrl,24h,1,33.884336558630785
pep_0022,gene_005,ctrl,24h,2,55.113506898016375
pep_0022,gene_005,ctrl,24h,3,22.244679274843957
pep_0022,gene_005,ctrl,24h,4,71.72688849033734
pep_0022,gene_005,ctrl,24h,5,86.39400993092768
pep_0022,gene_005,ctrl,24h,6,18.314853932841544
pep_0022,gene_005,ctrl,6h,1,45.316791785885584
pep_0022,gene_005,ctrl,6h,2,58.02952300759719
pep_0022,gene_005,ctrl,6h,3,34.37103690910914
pep_0022,gene_005,ctrl,6h,4,87.45863506462828
pep_0022,gene_005,ctrl,6h,5,70.05056841290285
pep_0022,gene_005,ctrl,6h,6,57.60713178840737
pep_0022,gene_005,drug,0h,1,52.315367010578655
pep_0022,gene_005,drug,0h,2,95.35544063967768
pep_0022,gene_005,drug,0h,3,86.16782853068935
pep_0022,gene_005,drug,0h,4,37.1597244814462
pep_0022,gene_005,drug,0h,5,43.54130916549779
pep_0022,gene_005,drug,0h,6,62.27873522674775
pep_0022,gene_005,drug,24h,1,47.65373519334632
pep_0022,gene_005,drug,24h,2,186.07263346275673
pep_0022,gene_005,drug,24h,3,350.6658038612124
pep_0022,gene_005,drug,24h,4,96.93429476717093
pep_0022,gene_005,drug,24h,5,68.27528406430443
pep_0022,gene_005,drug,24h,6,50.71692714449654
pep_0022,gene_005,drug,6h,1,28.029155023645206
pep_0022,gene_005,drug,6h,2,30.923363692979237
pep_0022,gene_005,drug,6h,3,76.82730329186461
pep_0022,gene_005,drug,6h,4,21.562149117741804
pep_0022,gene_005,drug,6h,5,22.65705204416974
pep_0022,gene_005,drug,6h,6,27.373152173054258
pep_0023,gene_005,ctrl,0h,1,75.77244806794657
pep_0023,gene_005,ctrl,0h,2,33.097907631898494
pep_0023,gene_005,ctrl,0h,3,71.84428062925593
pep_0023,gene_005,ctrl,0h,4,72.12893280035527
pep_0023,gene_005,ctrl,0h,5,66.7658159459275
pep_0023,gene_005,ctrl,0h,6,48.357964011170196
pep_0023,gene_005,ctrl,24h,1,99.96236896553876
pep_0023,gene_005,ctrl,24h,2,77.3382324407871
pep_0023,gene_005,ctrl,24h,3,37.85455376371862
pep_0023,gene_005,ctrl,24h,4,34.08183356576061
pep_0023,gene_005,ctrl,24h,5,23.336651019038953
pep_0023,gene_005,ctrl,24h,6,60.54802337841903
pep_0023,gene_005,ctrl,6h,1,21.831191035037723
pep_0023,gene_005,ctrl,6h,2,50.16080452982433
pep_0023,gene_005,ctrl,6h,3,51.54153857303815
pep_0023,gene_005,ctrl,6h,4,34.261188122332335
pep_0023,gene_005,ctrl,6h,5,28.466715554625278
pep_0023,gene_005,ctrl,6h,6,30.47296599271561
pep_0023,gene_005,drug,0h,1,20.65907078351739
pep_0023,gene_005,drug,0h,2,91.60670280341724
pep_0023,gene_005,drug,0h,3,46.17679933674942
pep_0023,gene_005,drug,0h,4,29.93846157774584
pep_0023,gene_005,drug,0h,5,54.37795036241144
pep_0023,gene_005,drug,0h,6,108.37691478656431
pep_0023,gene_005,drug,24h,1,486.32781978079936
pep_0023,gene_005,drug,24h,2,132.20250492567337
pep_0023,gene_005,drug,24h,3,241.22006386697296
pep_0023,gene_005,drug,24h,4,102.68661043557165
pep_0023,gene_005,drug,24h,5,165.2523745622947
pep_0023,gene_005,drug,24h,6,408.65435691503484
pep_0023,gene_005,drug,6h,1,22.36290538906954
pep_0023,gene_005,drug,6h,2,34.75351918910007
pep_0023,gene_005,drug,6h,3,55.512391055650426
pep_0023,gene_005,drug,6h,4,31.087160127231044
pep_0023,gene_005,drug,6h,5,45.97098728170491
pep_0023,gene_005,drug,6h,6,18.65905789306007
pep_0024,gene_005,ctrl,0h,1,17.3634478397698
pep_0024,gene_005,ctrl,0h,2,20.21797458865677
pep_0024,gene_005,ctrl,0h,3,54.99599225742051
pep_0024,gene_005,ctrl,0h,4,31.551179949196523
pep_0024,gene_005,ctrl,0h,5,60.720322562546244
pep_0024,gene_005,ctrl,0h,6,48.5349741362379
pep_0024,gene_005,ctrl,24h,1,36.95037548047525
pep_0024,gene_005,ctrl,24h,2,102.38748275350434
pep_0024,gene_005,ctrl,24h,3,36.81840131304053
pep_0024,gene_005,ctrl,24h,4,40.47446671892262
pep_0024,gene_005,ctrl,24h,5,40.629089019308964
pep_0024,gene_005,ctrl,24h,6,72.22009152633616
pep_0024,gene_005,ctrl,6h,1,24.80555258956395
pep_0024,gene_005,ctrl,6h,2,38.17082716150026
pep_0024,gene_005,ctrl,6h,3,60.54692279682623
pep_0024,gene_005,ctrl,6h,4,24.60161923459735
pep_0024,gene_005,ctrl,6h,5,30.49593539310165
pep_0024,gene_005,ctrl,6h,6,36.164287456585974
pep_0024,gene_005,drug,0h,1,67.87099022207968
pep_0024,gene_005,drug,0h,2,22.649361012486956
pep_0024,gene_005,drug,0h,3,37.35605305091647
pep_0024,gene_005,drug,0h,4,25.94236628747788
pep_0024,gene_005,drug,0h,5,53.811084671961346
pep_0024,gene_005,drug,0h,6,37.30475663082738
pep_0024,gene_005,drug,24h,1,285.70779300015363
pep_0024,gene_005,drug,24h,2,155.14504374883364
pep_0024,gene_005,drug,24h,3,69.56712492241392
pep_0024,gene_005,drug,24h,4,58.515331413318684
pep_0024,gene_005,drug,24h,5,NA
pep_0024,gene_005,drug,24h,6,152.8498379333796
pep_0024,gene_005,drug,6h,1,68.602727093477
pep_0024,gene_005,drug,6h,2,15.556369477433241
pep_0024,gene_005,drug,6h,3,51.51259582458299
pep_0024,gene_005,drug,6h,4,49.62129429186023
pep_0024,gene_005,drug,6h,5,27.63835870351281
pep_0024,gene_005,drug,6h,6,47.12138093074165
pep_0025,gene_005,ctrl,0h,1,33.02170392651373
pep_0025,gene_005,ctrl,0h,2,104.13960978922417
pep_0025,gene_005,ctrl,0h,3,121.02120149149566
pep_0025,gene_005,ctrl,0h,4,59.179328148820666
pep_0025,gene_005,ctrl,0h,5,59.290620098523405
pep_0025,gene_005,ctrl,0h,6,88.83598530583089
pep_0025,gene_005,ctrl,24h,1,125.02920203986582
pep_0025,gene_005,ctrl,24h,2,120.8324003937862
pep_0025,gene_005,ctrl,24h,3,83.25726773418016
pep_0025,gene_005,ctrl,24h,4,34.926079530255514
pep_0025,gene_005,ctrl,24h,5,95.40035092766875
pep_0025,gene_005,ctrl,24h,6,77.36361449794909
pep_0025,gene_005,ctrl,6h,1,202.67573331575434
pep_0025,gene_005,ctrl,6h,2,113.74206352718195
pep_0025,gene_005,ctrl,6h,3,139.5853881040157
pep_0025,gene_005,ctrl,6h,4,130.6352860596162
pep_0025,gene_005,ctrl,6h,5,108.90221900056031
pep_0025,gene_005,ctrl,6h,6,70.3003754118101
pep_0025,gene_005,drug,0h,1,87.7869363760745
pep_0025,gene_005,drug,0h,2,111.61211887612241
pep_0025,gene_005,drug,0h,3,121.82901729753411
pep_0025,gene_005,drug,0h,4,50.166265899347685
pep_0025,gene_005,drug,0h,5,44.59166366260667
pep_0025,gene_005,drug,0h,6,117.95888856222535
pep_0025,gene_005,drug,24h,1,189.58965071145343
pep_0025,gene_005,drug,24h,2,244.09520591285965
pep_0025,gene_005,drug,24h,3,253.001308981447
pep_0025,gene_005,drug,24h,4,295.2371624970786
pep_0025,gene_005,drug,24h,5,281.7114215381731
pep_0025,gene_005,drug,24h,6,285.34588515045266
pep_0025,gene_005,drug,6h,1,60.80203402321886
pep_0025,gene_005,drug,6h,2,54.65671788488254
pep_0025,gene_005,drug,6h,3,92.02429139520659
pep_0025,gene_005,drug,6h,4,84.52404426533934
pep_0025,gene_005,drug,6h,5,118.19516470802917
pep_0025,gene_005,drug,6h,6,133.04993663357791
pep_0026,gene_006,ctrl,0h,1,65.6807138005588
pep_0026,gene_006,ctrl,0h,2,56.15276909858346
pep_0026,gene_006,ctrl,0h,3,53.78153629175452
pep_0026,gene_006,ctrl,0h,4,58.012975906768574
pep_0026,gene_006,ctrl,0h,5,46.87911717979498
pep_0026,gene_006,ctrl,0h,6,33.57869957719867
pep_0026,gene_006,ctrl,24h,1,40.73702728784548
pep_0026,gene_006,ctrl,24h,2,36.66491225103903
pep_0026,gene_006,ctrl,24h,3,35.72798665759581
pep_0026,gene_006,ctrl,24h,4,33.180116671396085
pep_0026,gene_006,ctrl,24h,5,65.8995407947134
pep_0026,gene_006,ctrl,24h,6,50.0869216163946
pep_0026,gene_006,ctrl,6h,1,53.28055526833409
pep_0026,gene_006,ctrl,6h,2,35.9150952884711
pep_0026,gene_006,ctrl,6h,3,51.22492358839294
pep_0026,gene_006,ctrl,6h,4,42.22417395996084
pep_0026,gene_006,ctrl,6h,5,120.50458415606286
pep_0026,gene_006,ctrl,6h,6,51.43851465477674
pep_0026,gene_006,drug,0h,1,50.99339172284606
pep_0026,gene_006,drug,0h,2,36.562934307551416
pep_0026,gene_006,drug,0h,3,53.62054885676095
pep_0026,gene_006,drug,0h,4,24.33569360567103
pep_0026,gene_006,drug,0h,5,77.41028632563572
pep_0026,gene_006,drug,0h,6,42.24654035648365
pep_0026,gene_006,drug,24h,1,267.3985892455204
pep_0026,gene_006,drug,24h,2,138.4974683070189
pep_0026,gene_006,drug,24h,3,131.8594052279319
pep_0026,gene_006,drug,24h,4,220.4396326701737
pep_0026,gene_006,drug,24h,5,263.6247136578705
pep_0026,gene_006,drug,24h,6,100.53477183206294
pep_0026,gene_006,drug,6h,1,108.25471180929574
pep_0026,gene_006,drug,6h,2,24.77986086240838
pep_0026,gene_006,drug,6h,3,62.33857223887994
pep_0026,gene_006,drug,6h,4,61.76348440385634
pep_0026,gene_006,drug,6h,5,20.417797088271
pep_0026,gene_006,drug,6h,6,26.812624225400203
pep_0027,gene_006,ctrl,0h,1,22.80550139828663
pep_0027,gene_006,ctrl,0h,2,140.77157492301356
pep_0027,gene_006,ctrl,0h,3,38.36725920260401
pep_0027,gene_006,ctrl,0h,4,38.810329281343165
pep_0027,gene_006,ctrl,0h,5,38.085608812699384
pep_0027,gene_006,ctrl,0h,6,49.8456489252545
pep_0027,gene_006,ctrl,24h,1,45.951977449753144
pep_0027,gene_006,ctrl,24h,2,141.42373729438438
pep_0027,gene_006,ctrl,24h,3,80.12052761025048
pep_0027,gene_006,ctrl,24h,4,76.53835311807033
pep_0027,gene_006,ctrl,24h,5,73.55370547553423
pep_0027,gene_006,ctrl,24h,6,65.19700296237632
pep_0027,gene_006,ctrl,6h,1,18.58491351361433
pep_0027,gene_006,ctrl,6h,2,69.83484634101663
pep_0027,gene_006,ctrl,6h,3,65.9880033500741
pep_0027,gene_006,ctrl,6h,4,53.88209667193718
pep_0027,gene_006,ctrl,6h,5,76.56356821490179
pep_0027,gene_006,ctrl,6h,6,41.46246675333737
pep_0027,gene_006,drug,0h,1,47.37514316893738
pep_0027,gene_006,drug,0h,2,99.01225994475206
pep_0027,gene_006,drug,0h,3,75.73814138738551
pep_0027,gene_006,drug,0h,4,50.047743957569
pep_0027,gene_006,drug,0h,5,83.36024376949455
pep_0027,gene_006,drug,0h,6,41.92387664805507
pep_0027,gene_006,drug,24h,1,391.7197825418694
pep_0027,gene_006,drug,24h,2,422.1009185817204
pep_0027,gene_006,drug,24h,3,229.51615617903136
pep_0027,gene_006,drug,24h,4,288.0902467300563
pep_0027,gene_006,drug,24h,5,180.22643589757539
pep_0027,gene_006,drug,24h,6,558.556954369575
